,Личность подтверждена,Статус,Стаж,На сайте,Заказы в работе,Оценка,Количество отзывов,Формат обучения,Предмет,Цена,С отличием,Топ-10 вуз,Предмет ЕГЭ,Гуманитарная наука,Естественная наука,Техническая наука,Большой стаж
840,False,Частный преподаватель,16.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,525.0,True,0,0,0,0,0,0
841,False,Частный преподаватель,27.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,2133.333333333333,False,0,0,0,0,0,1
842,False,Частный преподаватель,12.0,4.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1600.0,False,0,0,0,0,0,0
843,False,Частный преподаватель,42.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1500.0,False,0,0,0,0,0,1
844,False,Школьный преподаватель,48.0,4.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1500.0,False,0,0,0,0,0,1
845,False,Частный преподаватель,10.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,375.0,False,0,0,0,0,0,0
846,True,Частный преподаватель,11.0,4.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1500.0,True,0,0,0,0,0,0
847,False,Частный преподаватель,23.0,4.0,1.0,4.951735074626866,0.0,Дистанционно,Логопед,975.0,False,0,0,0,0,0,0
848,False,Частный преподаватель,37.0,3.0,0.0,4.951735074626866,0.0,У ученика,Логопед,900.0,False,0,0,0,0,0,1
849,False,Частный преподаватель,20.0,3.0,0.0,4.951735074626866,0.0,У ученика,Логопед,900.0,False,0,0,0,0,0,0
850,True,Частный преподаватель,12.0,3.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,750.0,True,0,0,0,0,0,0
851,True,Частный преподаватель,6.0,3.0,0.0,4.951735074626866,0.0,У ученика,Логопед,675.0,False,0,0,0,0,0,0
852,False,Школьный преподаватель,17.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1500.0,False,0,0,0,0,0,0
853,True,Частный преподаватель,36.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1541.6666666666667,False,0,0,0,0,0,1
854,True,Частный преподаватель,24.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,250.0,False,0,0,0,0,0,0
855,False,Частный преподаватель,32.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,692.0454545454545,False,0,0,0,0,0,1
856,False,Частный преподаватель,12.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,900.0,False,0,0,0,0,0,0
857,False,Частный преподаватель,35.0,2.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1500.0,True,0,0,0,0,0,1
858,False,Частный преподаватель,7.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,331.25,False,0,0,0,0,0,0
859,False,Частный преподаватель,29.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1350.0,False,0,0,0,0,0,1
860,False,Частный преподаватель,19.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1400.0,False,0,0,0,0,0,0
861,False,Школьный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,У ученика,Логопед,2000.0,False,0,0,0,0,0,0
862,False,Частный преподаватель,34.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,600.0,False,0,0,0,0,0,1
863,False,Частный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,450.0,False,0,0,0,0,0,0
864,False,Частный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1375.0,False,0,0,0,0,0,0
865,False,Частный преподаватель,11.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1462.5,False,0,0,0,0,0,0
866,False,Частный преподаватель,6.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,975.0,False,0,0,0,0,0,0
867,False,Частный преподаватель,14.0,2.0,1.0,4.951735074626866,0.0,У ученика,Логопед,1050.0,False,0,0,0,0,0,0
868,False,Школьный преподаватель,5.0,2.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1200.0,False,0,0,0,0,0,0
869,True,Частный преподаватель,14.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,537.5,False,0,0,0,0,0,0
870,False,Частный преподаватель,11.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,500.0,False,0,0,0,0,0,0
871,False,Школьный преподаватель,13.0,2.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1125.0,False,0,0,0,0,0,0
872,False,Частный преподаватель,14.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,375.0,False,0,0,0,0,0,0
873,False,Частный преподаватель,8.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,900.0,False,0,0,0,0,0,0
874,False,Частный преподаватель,9.0,2.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1500.0,False,0,0,0,0,0,0
875,False,Частный преподаватель,26.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1500.0,False,0,0,0,0,0,0
876,False,Частный преподаватель,12.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,2000.0,False,0,0,0,0,0,0
877,False,Школьный преподаватель,21.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1125.0,False,0,0,0,0,0,0
878,False,Частный преподаватель,16.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,500.0,False,0,0,0,0,0,0
879,False,Частный преподаватель,20.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,500.0,False,0,0,0,0,0,0
880,False,Частный преподаватель,12.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,1312.5,False,0,0,0,0,0,0
881,False,Частный преподаватель,4.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,1000.0,False,0,0,0,0,0,0
882,False,Школьный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,975.0,False,0,0,0,0,0,0
883,False,Частный преподаватель,31.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,2000.0,False,0,0,0,0,0,1
884,False,Школьный преподаватель,18.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,975.0,False,0,0,0,0,0,0
885,False,Частный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,537.5,False,0,0,0,0,0,0
886,False,Частный преподаватель,6.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1558.3333333333333,False,0,0,0,0,0,0
887,True,Частный преподаватель,16.0,1.0,3.0,4.951735074626866,0.0,Дистанционно,Логопед,1462.5,False,0,0,0,0,0,0
888,False,Частный преподаватель,37.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1821.4285714285716,False,0,0,0,0,0,1
889,True,Частный преподаватель,13.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,450.0,True,0,0,0,0,0,0
890,False,Частный преподаватель,15.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,975.0,False,0,0,0,0,0,0
891,False,Частный преподаватель,9.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,800.0,False,0,0,0,0,0,0
892,False,Частный преподаватель,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,431.25,False,0,0,0,0,0,0
893,False,Частный преподаватель,7.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1350.0,False,0,0,0,0,0,0
894,False,Школьный преподаватель,32.0,1.0,2.0,4.951735074626866,0.0,Дистанционно,Логопед,1100.0,False,0,0,0,0,0,1
895,False,Частный преподаватель,18.0,1.0,0.0,4.951735074626866,0.0,У ученика,Логопед,1783.3333333333333,False,0,0,0,0,0,0
896,False,Школьный преподаватель,9.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,1125.0,False,0,0,0,0,0,0
897,False,Частный преподаватель,8.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Логопед,975.0,False,0,0,0,0,0,0
898,False,Частный преподаватель,12.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Логопед,750.0,False,0,0,0,0,0,0
899,True,Частный преподаватель,40.0,6.0,161.0,4.97,63.0,Дистанционно,Физика,4346.875,False,0,1,0,1,0,1
900,True,Преподаватель университета или колледжа,24.0,4.0,42.0,5.0,20.0,Дистанционно,Физика,6750.0,False,1,1,0,1,0,0
901,True,Частный преподаватель,13.0,6.0,222.0,4.96,52.0,Дистанционно,Физика,7025.0,False,1,1,0,1,0,0
902,True,Частный преподаватель,53.0,3.0,37.0,5.0,8.0,У ученика,Физика,1875.0,False,1,1,0,1,0,1
903,True,Частный преподаватель,5.0,4.0,19.0,5.0,10.0,Дистанционно,Физика,4000.0,False,1,1,0,1,0,0
904,True,Частный преподаватель,4.0,4.0,53.0,4.88,8.0,Дистанционно,Физика,2937.5,False,0,1,0,1,0,0
905,True,Частный преподаватель,11.0,2.0,7.0,5.0,4.0,Дистанционно,Физика,3300.0,False,1,1,0,1,0,0
906,False,Частный преподаватель,2.0,0.9166666666666666,15.0,5.0,6.0,Дистанционно,Физика,5583.333333333333,False,0,1,0,1,0,0
907,False,Студент,3.0,1.0,13.0,5.0,9.0,Дистанционно,Физика,4875.0,False,1,1,0,1,0,0
908,True,Преподаватель университета или колледжа,9.0,5.0,42.0,5.0,21.0,Дистанционно,Физика,4000.0,False,1,1,0,1,0,0
909,True,Студент,3.0,0.75,11.0,5.0,6.0,Дистанционно,Физика,2750.0,False,1,1,0,1,0,0
910,True,Преподаватель университета или колледжа,25.0,2.0,8.0,5.0,4.0,Дистанционно,Физика,1400.0,False,1,1,0,1,0,0
911,True,Преподаватель университета или колледжа,32.0,1.0,8.0,5.0,3.0,У репетитора,Физика,2100.0,True,0,1,0,1,0,1
912,True,Школьный преподаватель,43.0,4.0,26.0,5.0,4.0,Дистанционно,Физика,2500.0,False,0,1,0,1,0,1
913,True,Частный преподаватель,12.0,2.0,12.0,5.0,3.0,Дистанционно,Физика,3000.0,False,0,1,0,1,0,0
915,False,Школьный преподаватель,25.0,3.0,13.0,5.0,4.0,Дистанционно,Физика,3950.0,False,0,1,0,1,0,0
916,True,Частный преподаватель,36.0,0.75,2.0,4.951735074626866,0.0,У репетитора,Физика,2125.0,False,0,1,0,1,0,1
917,True,Преподаватель университета или колледжа,34.0,2.0,12.0,4.67,3.0,У репетитора,Физика,1366.6666666666667,True,0,1,0,1,0,1
918,False,Частный преподаватель,34.0,3.0,24.0,5.0,4.0,У репетитора,Физика,2250.0,False,0,1,0,1,0,1
919,False,Частный преподаватель,5.0,3.0,17.0,5.0,4.0,У репетитора,Физика,4766.666666666667,False,0,1,0,1,0,0
920,True,Студент,3.0,0.6666666666666666,6.0,5.0,4.0,Дистанционно,Физика,3916.6666666666665,False,0,1,0,1,0,0
921,True,Преподаватель университета или колледжа,20.0,2.0,14.0,5.0,3.0,У репетитора,Физика,1200.0,False,0,1,0,1,0,0
922,True,Частный преподаватель,43.0,5.0,33.0,5.0,19.0,Дистанционно,Физика,5500.0,False,1,1,0,1,0,1
923,True,Аспирант или ординатор очной формы обучения,7.0,1.0,4.0,5.0,1.0,У ученика,Физика,7370.833333333333,False,1,1,0,1,0,0
924,False,Студент,7.0,1.0,3.0,5.0,2.0,Дистанционно,Физика,1366.6666666666667,False,0,1,0,1,0,0
925,False,Студент,2.0,1.0,23.0,5.0,5.0,Дистанционно,Физика,1000.0,False,0,1,0,1,0,0
926,True,Частный преподаватель,6.0,2.0,3.0,5.0,1.0,Дистанционно,Физика,1050.0,False,0,1,0,1,0,0
927,False,Частный преподаватель,11.0,5.0,11.0,5.0,2.0,Дистанционно,Физика,2200.0,False,0,1,0,1,0,0
928,False,Частный преподаватель,25.0,3.0,28.0,5.0,5.0,У репетитора,Физика,12811.111111111111,False,1,1,0,1,0,0
929,True,Частный преподаватель,10.0,3.0,29.0,5.0,4.0,Дистанционно,Физика,1115.0,False,0,1,0,1,0,0
930,True,Частный преподаватель,44.0,0.75,7.0,5.0,2.0,У репетитора,Физика,1100.0,False,0,1,0,1,0,1
931,False,Преподаватель университета или колледжа,33.0,2.0,14.0,5.0,1.0,У репетитора,Физика,2000.0,False,1,1,0,1,0,1
932,False,Частный преподаватель,25.0,1.0,13.0,5.0,1.0,Дистанционно,Физика,1100.0,True,0,1,0,1,0,0
933,False,Частный преподаватель,15.0,1.0,4.0,5.0,1.0,Дистанционно,Физика,2500.0,False,0,1,0,1,0,0
934,False,Студент,3.0,1.0,35.0,5.0,6.0,У ученика,Физика,2583.333333333333,False,0,1,0,1,0,0
935,False,Студент,4.0,2.0,7.0,5.0,1.0,У ученика,Физика,2580.0,False,1,1,0,1,0,0
936,False,Частный преподаватель,36.0,1.0,4.0,5.0,1.0,Дистанционно,Физика,1525.0,False,0,1,0,1,0,1
937,False,Преподаватель университета или колледжа,19.0,7.0,14.0,4.5,2.0,Дистанционно,Физика,9000.0,False,0,1,0,1,0,0
938,True,Частный преподаватель,21.0,4.0,3.0,4.951735074626866,0.0,Дистанционно,Физика,3500.0,False,0,1,0,1,0,0
939,False,Частный преподаватель,12.0,1.0,21.0,5.0,7.0,Дистанционно,Физика,1633.3333333333333,False,0,1,0,1,0,0
940,False,Студент,1.0,0.6666666666666666,3.0,5.0,1.0,Дистанционно,Физика,2416.6666666666665,False,0,1,0,1,0,0
941,False,Частный преподаватель,2.0,0.5833333333333334,8.0,5.0,3.0,Дистанционно,Физика,2200.0,False,0,1,0,1,0,0
942,False,Студент,3.0,0.1666666666666666,2.0,5.0,1.0,Дистанционно,Физика,4500.0,False,1,1,0,1,0,0
943,True,Школьный преподаватель,30.0,1.0,8.0,4.951735074626866,0.0,Дистанционно,Физика,1625.0,False,0,1,0,1,0,1
944,False,Студент,2.0,1.0,3.0,4.951735074626866,0.0,Дистанционно,Физика,1675.0,False,1,1,0,1,0,0
945,False,Школьный преподаватель,41.0,0.9166666666666666,3.0,5.0,1.0,Дистанционно,Физика,750.0,False,0,1,0,1,0,1
946,True,Студент,4.0,0.0,1.0,4.951735074626866,0.0,Дистанционно,Физика,1612.5,False,0,1,0,1,0,0
947,True,Частный преподаватель,39.0,0.6666666666666666,5.0,4.951735074626866,0.0,Дистанционно,Физика,2006.25,False,1,1,0,1,0,1
948,True,Частный преподаватель,42.0,0.1666666666666666,6.0,4.951735074626866,0.0,Дистанционно,Физика,1000.0,False,0,1,0,1,0,1
949,False,Частный преподаватель,14.0,1.0,2.0,4.951735074626866,0.0,У репетитора,Физика,1000.0,False,0,1,0,1,0,0
950,True,Частный преподаватель,5.0,3.0,4.0,5.0,1.0,У ученика,Физика,3000.0,False,0,1,0,1,0,0
951,False,Студент,2.0,0.5,7.0,4.951735074626866,0.0,У ученика,Физика,1000.0,False,0,1,0,1,0,0
952,True,Студент,5.0,0.0,3.0,5.0,1.0,Дистанционно,Физика,1625.0,False,0,1,0,1,0,0
953,False,Школьный преподаватель,37.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,3000.0,False,0,1,0,1,0,1
954,True,Школьный преподаватель,33.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Физика,3900.0,False,0,1,0,1,0,1
955,True,Частный преподаватель,13.0,0.5,1.0,4.951735074626866,0.0,У репетитора,Физика,1688.888888888889,False,0,1,0,1,0,0
956,False,Школьный преподаватель,30.0,3.0,12.0,5.0,2.0,У репетитора,Физика,1500.0,False,0,1,0,1,0,1
957,False,Студент,4.0,3.0,28.0,5.0,2.0,У ученика,Физика,1500.0,False,0,1,0,1,0,0
958,False,Студент,5.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Физика,2500.0,False,0,1,0,1,0,0
959,False,Аспирант или ординатор очной формы обучения,11.0,2.0,0.0,4.951735074626866,0.0,У репетитора,Физика,4500.0,False,0,1,0,1,0,0
960,False,Частный преподаватель,17.0,1.0,0.0,4.951735074626866,0.0,У ученика,Физика,2400.0,False,0,1,0,1,0,0
961,False,Школьный преподаватель,50.0,4.0,0.0,4.951735074626866,0.0,У репетитора,Физика,1000.0,False,0,1,0,1,0,1
962,True,Частный преподаватель,8.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Физика,1500.0,False,0,1,0,1,0,0
963,False,Студент,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,1500.0,False,1,1,0,1,0,0
964,False,Частный преподаватель,16.0,1.0,1.0,4.951735074626866,0.0,У ученика,Физика,2756.25,False,0,1,0,1,0,0
965,False,Студент,3.0,1.0,4.0,4.951735074626866,0.0,Дистанционно,Физика,1250.0,False,1,1,0,1,0,0
966,False,Частный преподаватель,10.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,1500.0,False,0,1,0,1,0,0
967,True,Преподаватель университета или колледжа,20.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,3300.0,False,0,1,0,1,0,0
968,True,Студент,3.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,1050.0,False,1,1,0,1,0,0
969,True,Частный преподаватель,43.0,0.9166666666666666,1.0,4.951735074626866,0.0,Дистанционно,Физика,1000.0,False,0,1,0,1,0,1
970,False,Школьный преподаватель,25.0,0.75,6.0,4.951735074626866,0.0,Дистанционно,Физика,687.5,False,0,1,0,1,0,0
971,False,Школьный преподаватель,36.0,0.75,0.0,4.951735074626866,0.0,Дистанционно,Физика,1000.0,False,0,1,0,1,0,1
972,False,Частный преподаватель,1.0,0.6666666666666666,2.0,4.951735074626866,0.0,У репетитора,Физика,1933.3333333333333,False,0,1,0,1,0,0
973,True,Частный преподаватель,2.0,0.5833333333333334,2.0,4.951735074626866,0.0,Дистанционно,Физика,2291.6666666666665,False,0,1,0,1,0,0
974,False,Преподаватель университета или колледжа,32.0,0.5833333333333334,0.0,4.951735074626866,0.0,У репетитора,Физика,1500.0,False,1,1,0,1,0,1
975,False,Студент,1.0,0.5,1.0,4.951735074626866,0.0,У ученика,Физика,6250.0,False,0,1,0,1,0,0
976,False,Студент,2.0,1.0,8.0,5.0,1.0,У репетитора,Физика,1937.5,False,1,1,0,1,0,0
977,False,Частный преподаватель,11.0,0.3333333333333333,0.0,4.951735074626866,0.0,У ученика,Физика,2500.0,False,0,1,0,1,0,0
978,False,Частный преподаватель,4.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Физика,825.0,False,0,1,0,1,0,0
979,False,Частный преподаватель,7.0,6.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,2437.5,False,0,1,0,1,0,0
980,False,Частный преподаватель,16.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Физика,2812.5,False,0,1,0,1,0,0
981,True,Частный преподаватель,7.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,4487.5,True,0,1,0,1,0,0
982,True,Школьный преподаватель,29.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Физика,1750.0,False,0,1,0,1,0,1
983,True,Студент,1.0,0.1666666666666666,0.0,4.951735074626866,0.0,Дистанционно,Физика,1500.0,False,0,1,0,1,0,0
984,False,Преподаватель университета или колледжа,17.0,1.0,0.0,4.951735074626866,0.0,У репетитора,Физика,3625.0,False,0,1,0,1,0,0
985,False,Студент,4.0,2.0,10.0,5.0,3.0,Дистанционно,Физика,1450.0,False,0,1,0,1,0,0
986,True,Частный преподаватель,4.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Физика,1900.0,False,0,1,0,1,0,0
987,True,Частный преподаватель,31.0,0.0,0.0,4.951735074626866,0.0,У репетитора,Физика,4000.0,False,0,1,0,1,0,1
988,False,Частный преподаватель,4.0,2.0,47.0,5.0,30.0,Дистанционно,Химия,3166.6666666666665,False,0,1,0,1,0,0
989,False,Школьный преподаватель,18.0,3.0,63.0,5.0,25.0,Дистанционно,Химия,1350.0,True,0,1,0,1,0,0
990,True,Школьный преподаватель,31.0,1.0,35.0,4.91,23.0,Дистанционно,Химия,1500.0,False,0,1,0,1,0,1
991,True,Частный преподаватель,9.0,5.0,69.0,5.0,19.0,Дистанционно,Химия,2650.0,False,0,1,0,1,0,0
992,True,Частный преподаватель,12.0,5.0,52.0,4.92,14.0,Дистанционно,Химия,3083.333333333333,False,1,1,0,1,0,0
993,True,Школьный преподаватель,9.0,7.0,34.0,5.0,17.0,Дистанционно,Химия,1600.0,False,0,1,0,1,0,0
994,False,Школьный преподаватель,39.0,3.0,43.0,5.0,12.0,Дистанционно,Химия,1350.0,False,0,1,0,1,0,1
995,True,Частный преподаватель,12.0,5.0,40.0,5.0,10.0,Дистанционно,Химия,3875.0,False,0,1,0,1,0,0
996,True,Студент,3.0,2.0,27.0,5.0,9.0,Дистанционно,Химия,1300.0,False,0,1,0,1,0,0
997,True,Аспирант или ординатор очной формы обучения,8.0,7.0,45.0,5.0,13.0,Дистанционно,Химия,3000.0,False,0,1,0,1,0,0
998,False,Студент,4.0,3.0,22.0,5.0,9.0,Дистанционно,Химия,1300.0,False,0,1,0,1,0,0
999,False,Школьный преподаватель,17.0,2.0,27.0,5.0,9.0,Дистанционно,Химия,1850.0,False,0,1,0,1,0,0
1000,True,Частный преподаватель,10.0,5.0,20.0,5.0,6.0,Дистанционно,Химия,2437.5,False,0,1,0,1,0,0
1001,False,Частный преподаватель,34.0,2.0,21.0,5.0,8.0,У репетитора,Химия,933.3333333333334,False,0,1,0,1,0,1
1002,True,Частный преподаватель,6.0,4.0,25.0,5.0,8.0,У ученика,Химия,1866.6666666666667,False,0,1,0,1,0,0
1003,True,Частный преподаватель,5.0,4.0,15.0,5.0,6.0,Дистанционно,Химия,1250.0,False,0,1,0,1,0,0
1004,False,Студент,5.0,3.0,11.0,5.0,5.0,У репетитора,Химия,3750.0,False,1,1,0,1,0,0
1005,True,Частный преподаватель,20.0,1.0,7.0,5.0,3.0,У репетитора,Химия,2450.0,False,0,1,0,1,0,0
1006,False,Школьный преподаватель,12.0,3.0,10.0,4.5,4.0,Дистанционно,Химия,5535.714285714285,False,0,1,0,1,0,0
1007,True,Аспирант или ординатор очной формы обучения,6.0,3.0,5.0,5.0,4.0,Дистанционно,Химия,2193.75,True,1,1,0,1,0,0
1008,False,Частный преподаватель,7.0,6.0,11.0,5.0,4.0,Дистанционно,Химия,1400.0,False,0,1,0,1,0,0
1009,True,Частный преподаватель,7.0,4.0,34.0,5.0,9.0,Дистанционно,Химия,1266.6666666666667,False,0,1,0,1,0,0
1010,False,Частный преподаватель,5.0,2.0,18.0,5.0,4.0,Дистанционно,Химия,1637.5,False,0,1,0,1,0,0
1011,False,Частный преподаватель,32.0,1.0,29.0,5.0,4.0,У репетитора,Химия,1933.3333333333333,False,0,1,0,1,0,1
1012,True,Преподаватель университета или колледжа,14.0,3.0,10.0,5.0,4.0,Дистанционно,Химия,2990.0,False,0,1,0,1,0,0
1013,False,Школьный преподаватель,31.0,2.0,12.0,5.0,3.0,Дистанционно,Химия,1375.0,False,0,1,0,1,0,1
1014,True,Аспирант или ординатор очной формы обучения,6.0,4.0,13.0,5.0,3.0,Дистанционно,Химия,2900.0,False,0,1,0,1,0,0
1015,True,Школьный преподаватель,25.0,3.0,12.0,5.0,3.0,У репетитора,Химия,2000.0,False,0,1,0,1,0,0
1016,True,Преподаватель университета или колледжа,27.0,0.75,6.0,5.0,1.0,Дистанционно,Химия,1164.2857142857142,False,0,1,0,1,0,1
1017,True,Частный преподаватель,32.0,3.0,6.0,5.0,2.0,Дистанционно,Химия,4210.9375,False,0,1,0,1,0,1
1018,True,Частный преподаватель,6.0,3.0,93.0,5.0,24.0,Дистанционно,Химия,1733.3333333333333,False,0,1,0,1,0,0
1019,False,Школьный преподаватель,30.0,3.0,20.0,5.0,5.0,У репетитора,Химия,1400.0,False,0,1,0,1,0,1
1020,True,Частный преподаватель,14.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,4028.571428571429,False,0,1,0,1,0,0
1021,True,Частный преподаватель,22.0,4.0,8.0,5.0,2.0,Дистанционно,Химия,3050.0,False,0,1,0,1,0,0
1022,True,Школьный преподаватель,31.0,2.0,3.0,5.0,2.0,Дистанционно,Химия,4875.0,False,0,1,0,1,0,1
1023,True,Студент,5.0,1.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,2175.0,False,0,1,0,1,0,0
1024,False,Частный преподаватель,10.0,4.0,7.0,5.0,2.0,Дистанционно,Химия,4000.0,True,1,1,0,1,0,0
1025,False,Студент,3.0,1.0,35.0,5.0,6.0,Дистанционно,Химия,1000.0,False,0,1,0,1,0,0
1026,True,Аспирант или ординатор очной формы обучения,11.0,2.0,2.0,5.0,1.0,Дистанционно,Химия,2000.0,False,0,1,0,1,0,0
1027,True,Частный преподаватель,7.0,4.0,10.0,5.0,2.0,Дистанционно,Химия,1500.0,False,1,1,0,1,0,0
1028,False,Студент,3.0,1.0,3.0,5.0,1.0,Дистанционно,Химия,1350.0,False,0,1,0,1,0,0
1029,True,Частный преподаватель,12.0,6.0,6.0,5.0,3.0,У ученика,Химия,3000.0,False,0,1,0,1,0,0
1030,False,Школьный преподаватель,34.0,6.0,1.0,5.0,1.0,У репетитора,Химия,1100.0,False,0,1,0,1,0,1
1031,False,Преподаватель университета или колледжа,10.0,2.0,3.0,5.0,1.0,Дистанционно,Химия,2125.0,False,0,1,0,1,0,0
1032,False,Студент,4.0,2.0,6.0,5.0,1.0,Дистанционно,Химия,1200.0,False,0,1,0,1,0,0
1033,True,Студент,4.0,1.0,1.0,5.0,1.0,Дистанционно,Химия,1000.0,False,0,1,0,1,0,0
1034,False,Школьный преподаватель,2.0,1.0,1.0,5.0,1.0,Дистанционно,Химия,1625.0,False,0,1,0,1,0,0
1035,True,Частный преподаватель,5.0,0.8333333333333334,1.0,5.0,1.0,У репетитора,Химия,1000.0,False,0,1,0,1,0,0
1036,False,Частный преподаватель,27.0,0.75,1.0,5.0,1.0,У репетитора,Химия,1750.0,False,0,1,0,1,0,1
1037,False,Студент,1.0,0.5833333333333334,1.0,5.0,1.0,Дистанционно,Химия,1566.6666666666667,False,0,1,0,1,0,0
1038,True,Частный преподаватель,8.0,0.5833333333333334,1.0,5.0,1.0,Дистанционно,Химия,925.0,False,0,1,0,1,0,0
1039,False,Школьный преподаватель,3.0,2.0,14.0,5.0,3.0,Дистанционно,Химия,1400.0,True,0,1,0,1,0,0
1040,False,Частный преподаватель,21.0,3.0,6.0,5.0,1.0,Дистанционно,Химия,2000.0,False,0,1,0,1,0,0
1041,True,Преподаватель университета или колледжа,45.0,2.0,2.0,5.0,1.0,Дистанционно,Химия,2725.0,False,1,1,0,1,0,1
1042,False,Частный преподаватель,4.0,1.0,10.0,5.0,1.0,У ученика,Химия,1166.6666666666667,False,0,1,0,1,0,0
1043,True,Частный преподаватель,12.0,4.0,13.0,5.0,4.0,Дистанционно,Химия,2833.333333333333,False,1,1,0,1,0,0
1044,True,Частный преподаватель,29.0,0.6666666666666666,1.0,4.951735074626866,0.0,Дистанционно,Химия,2900.0,False,0,1,0,1,0,1
1045,True,Частный преподаватель,4.0,2.0,11.0,4.951735074626866,0.0,У ученика,Химия,1431.25,False,0,1,0,1,0,0
1046,True,Аспирант или ординатор очной формы обучения,11.0,3.0,5.0,4.951735074626866,0.0,Дистанционно,Химия,3687.5,False,1,1,0,1,0,0
1047,True,Частный преподаватель,14.0,2.0,1.0,4.951735074626866,0.0,У репетитора,Химия,4416.666666666667,False,0,1,0,1,0,0
1048,False,Частный преподаватель,36.0,1.0,4.0,5.0,1.0,Дистанционно,Химия,1525.0,False,0,1,0,1,0,1
1049,True,Школьный преподаватель,14.0,1.0,1.0,4.951735074626866,0.0,Дистанционно,Химия,800.0,False,0,1,0,1,0,0
1050,False,Преподаватель университета или колледжа,15.0,2.0,0.0,4.951735074626866,0.0,Дистанционно,Химия,3525.0,False,0,1,0,1,0,0
